datetime_local,uptime_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,speed_mps,turn_rate_deg_s,gps_valid
2026-01-30 21:44:41,816204,-780.000,3005.000,7709.000,381.000,71.000,-111.000,NA,0.000,0
2026-01-30 21:44:41,816244,-853.000,2627.000,7988.000,-300.000,-190.000,49.000,NA,0.000,0
2026-01-30 21:44:42,816284,-481.000,2476.000,8085.000,-298.000,-225.000,150.000,NA,0.000,0
2026-01-30 21:44:42,816324,-472.000,2668.000,8022.000,158.000,17.000,12.000,NA,0.000,0
2026-01-30 21:44:42,816364,-702.000,2761.000,7954.000,83.000,111.000,-67.000,NA,0.000,0
2026-01-30 21:44:42,816406,-774.000,2665.000,7950.000,-87.000,-11.000,15.000,NA,0.000,0
2026-01-30 21:44:42,816444,-577.000,2657.000,7988.000,-141.000,-127.000,88.000,NA,0.000,0
2026-01-30 21:44:42,816484,-561.000,2655.000,7986.000,-79.000,-52.000,17.000,NA,0.000,0
2026-01-30 21:44:42,816524,-674.000,2641.000,7959.000,-40.000,0.000,-16.000,NA,0.000,0
2026-01-30 21:44:42,816564,-570.000,2625.000,7939.000,-21.000,-53.000,41.000,NA,0.000,0
2026-01-30 21:44:42,816604,-550.000,2623.000,7976.000,42.000,-11.000,-15.000,NA,0.000,0
2026-01-30 21:44:42,816644,-575.000,2575.000,7999.000,88.000,38.000,-88.000,NA,0.000,0
2026-01-30 21:44:42,816684,-620.000,2590.000,7969.000,107.000,57.000,-69.000,NA,0.000,0
2026-01-30 21:44:42,816724,-674.000,2692.000,7989.000,63.000,12.000,-46.000,NA,0.000,0
2026-01-30 21:44:42,816764,-657.000,2635.000,8003.000,16.000,-21.000,-27.000,NA,0.000,0
2026-01-30 21:44:42,816804,-640.000,2774.000,7931.000,125.000,7.000,-26.000,NA,0.000,0
2026-01-30 21:44:42,816844,-694.000,2758.000,7953.000,-40.000,15.000,-35.000,NA,0.000,0
2026-01-30 21:44:42,816884,-592.000,2660.000,7932.000,11.000,-66.000,29.000,NA,0.000,0
2026-01-30 21:44:42,816924,-646.000,2766.000,7938.000,81.000,-4.000,29.000,NA,0.000,0
2026-01-30 21:44:42,816964,-573.000,2761.000,7965.000,-127.000,-69.000,64.000,NA,0.000,0
2026-01-30 21:44:42,817004,-478.000,2673.000,8019.000,-165.000,-86.000,103.000,NA,0.000,0
2026-01-30 21:44:42,817044,-516.000,2593.000,8053.000,-51.000,1.000,68.000,NA,0.000,0
