datetime_local,uptime_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,speed_mps,turn_rate_deg_s,gps_valid
2026-01-29 20:57:47,354528,1133.000,-1850.000,5857.000,-1541.000,-518.000,-487.000,0.000,0.000,0
2026-01-29 20:57:47,354568,1167.000,-1214.000,6786.000,599.000,-1003.000,-710.000,0.000,0.000,0
2026-01-29 20:57:47,354608,1653.000,-718.000,7507.000,435.000,-1043.000,-443.000,0.000,0.000,0
2026-01-29 20:57:47,354648,2174.000,-726.000,8275.000,463.000,-1221.000,137.000,0.000,0.000,0
2026-01-29 20:57:47,354688,2405.000,-331.000,8888.000,1441.000,-1190.000,356.000,0.000,0.000,0
2026-01-29 20:57:47,354728,2793.000,-679.000,9279.000,878.000,-1230.000,841.000,0.000,0.000,0
2026-01-29 20:57:48,354768,3713.000,-611.000,9386.000,922.000,-1711.000,1360.000,0.000,0.000,0
2026-01-29 20:57:48,354808,4606.000,472.000,8992.000,2342.000,-1516.000,1243.000,0.000,0.000,0
2026-01-29 20:57:48,354848,4565.000,1147.000,8902.000,2227.000,-38.000,1382.000,0.000,0.000,0
2026-01-29 20:57:48,354888,4016.000,653.000,8411.000,907.000,642.000,1690.000,0.000,0.000,0
2026-01-29 20:57:48,354928,3334.000,297.000,7666.000,495.000,1005.000,1834.000,0.000,0.000,0
2026-01-29 20:57:48,354968,2481.000,13.000,6600.000,1125.000,1143.000,1418.000,0.000,0.000,0
2026-01-29 20:57:48,355008,1992.000,-140.000,6286.000,1122.000,1241.000,1145.000,0.000,0.000,0
2026-01-29 20:57:48,355048,1277.000,-1083.000,6313.000,-926.000,1632.000,1258.000,0.000,0.000,0
2026-01-29 20:57:48,355088,1624.000,-1098.000,6747.000,-584.000,1139.000,859.000,0.000,0.000,0
2026-01-29 20:57:48,355128,1841.000,-1367.000,7572.000,-299.000,1033.000,220.000,0.000,0.000,0
2026-01-29 20:57:48,355168,1983.000,-1384.000,8284.000,-905.000,718.000,57.000,0.000,0.000,0
2026-01-29 20:57:48,355208,2191.000,-1196.000,9009.000,-1314.000,823.000,-376.000,0.000,0.000,0
2026-01-29 20:57:48,355248,2365.000,-830.000,9902.000,-881.000,880.000,-711.000,0.000,0.000,0
2026-01-29 20:57:48,355288,2378.000,-429.000,9437.000,404.000,572.000,-1078.000,0.000,0.000,0
2026-01-29 20:57:48,355328,2597.000,1037.000,10840.000,985.000,-390.000,-1270.000,0.000,0.000,0
2026-01-29 20:57:48,355368,1619.000,856.000,9921.000,-414.000,-68.000,-972.000,0.000,0.000,0
2026-01-29 20:57:48,355408,1341.000,405.000,8473.000,-1421.000,82.000,-1177.000,0.000,0.000,0
2026-01-29 20:57:48,355448,1203.000,-51.000,7962.000,-1300.000,-60.000,-927.000,0.000,0.000,0
2026-01-29 20:57:48,355490,1425.000,483.000,7336.000,-590.000,-113.000,-1163.000,0.000,0.000,0
2026-01-29 20:57:48,355528,1449.000,112.000,6481.000,-691.000,-72.000,-1162.000,0.000,0.000,0
2026-01-29 20:57:48,355568,1258.000,-718.000,5951.000,-1449.000,-4.000,-827.000,0.000,0.000,0
2026-01-29 20:57:48,355608,1007.000,-1282.000,6050.000,-1812.000,-195.000,-449.000,0.000,0.000,0
2026-01-29 20:57:48,355648,1100.000,-1487.000,6451.000,-1573.000,-559.000,-290.000,0.000,0.000,0
2026-01-29 20:57:48,355688,1174.000,-1714.000,7288.000,-1105.000,-787.000,-352.000,0.000,0.000,0
2026-01-29 20:57:48,355728,1579.000,-1499.000,8260.000,-760.000,-1307.000,-96.000,0.000,0.000,0
2026-01-29 20:57:49,355768,2109.000,-1013.000,8723.000,-334.000,-1383.000,182.000,0.000,0.000,0
2026-01-29 20:57:49,355808,2420.000,-1359.000,8747.000,-200.000,-922.000,406.000,0.000,0.000,0
2026-01-29 20:57:49,355848,2931.000,-1989.000,8568.000,1601.000,-975.000,459.000,0.000,0.000,0
2026-01-29 20:57:49,355888,3927.000,-536.000,7071.000,3418.000,-1276.000,1234.000,0.000,0.000,0
2026-01-29 20:57:49,355928,3071.000,-117.000,6081.000,3709.000,-360.000,1898.000,0.000,0.000,0
2026-01-29 20:57:49,355968,2567.000,-1949.000,5727.000,4182.000,-547.000,1802.000,0.000,0.000,0
2026-01-29 20:57:49,356008,3367.000,-1743.000,3037.000,6670.000,-2491.000,3830.000,0.000,0.000,0
2026-01-29 20:57:49,356048,3125.000,-478.000,2829.000,10248.000,-1634.000,4027.000,0.000,0.000,0
2026-01-29 20:57:49,356088,3214.000,-438.000,2603.000,12590.000,-2035.000,5057.000,0.000,0.000,0
2026-01-29 20:57:49,356128,4118.000,1682.000,3919.000,13205.000,-3074.000,6668.000,0.000,0.000,0
2026-01-29 20:57:49,356168,5158.000,2548.000,3552.000,11128.000,-4075.000,8315.000,0.000,0.000,0
