datetime_local,uptime_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,speed_mps,turn_rate_deg_s,gps_valid
2026-01-29 17:10:45,509558,7873.562,1891.059,-493.692,72.594,44.681,120.723,0.089,0.000,1
2026-01-29 17:10:45,509598,7947.613,2739.809,-896.935,-9.056,138.317,59.042,0.114,0.000,1
2026-01-29 17:10:45,509638,7955.721,6918.347,-560.208,-104.144,220.916,-128.571,0.271,0.000,1
2026-01-29 17:10:45,509678,8201.597,2601.240,-611.064,-92.888,136.024,59.319,0.286,0.000,1
2026-01-29 17:10:45,509718,8053.791,8363.452,-353.893,83.161,12.414,-115.798,0.484,0.000,1
2026-01-29 17:10:45,509758,8089.349,6024.624,-448.452,-112.606,-171.478,-356.539,0.603,0.000,1
2026-01-29 17:10:45,509798,7980.277,4857.934,-422.215,-25.561,-2.218,299.268,0.690,0.000,1
2026-01-29 17:10:45,509838,8242.934,4425.632,-450.937,44.260,207.027,-45.290,0.769,0.000,1
2026-01-29 17:10:45,509878,7992.749,-418.215,-331.875,-62.754,-274.810,261.116,0.694,0.000,1
2026-01-29 17:10:45,509918,8072.717,9364.251,-1001.705,-173.439,46.259,42.882,0.932,0.000,1
2026-01-29 17:10:45,509958,8181.806,-65.834,-779.193,-225.087,-175.542,12.354,0.880,0.000,1
2026-01-29 17:10:45,509998,8156.746,12222.713,-229.846,-18.062,-96.170,32.790,1.203,0.000,1
2026-01-29 17:10:45,510038,7909.764,-334.510,-800.581,220.996,51.455,19.059,1.135,0.000,1
2026-01-29 17:10:45,510078,8269.615,6206.226,-504.641,16.382,-209.051,-212.898,1.272,0.000,1
2026-01-29 17:10:45,510118,7668.798,9376.091,-544.663,-111.741,193.721,-96.517,1.504,0.000,1
2026-01-29 17:10:45,510158,7935.933,6178.212,66.211,-47.284,-245.627,-299.496,1.630,0.000,1
2026-01-29 17:10:45,510198,8232.956,6627.268,-1018.349,-52.773,121.093,-153.787,1.786,0.000,1
2026-01-29 17:10:45,510238,8281.674,-2387.799,-941.684,-42.497,-64.262,97.194,1.652,0.000,1
2026-01-29 17:10:45,510278,8272.142,11088.547,-674.806,109.754,-115.534,-115.521,1.931,0.000,1
2026-01-29 17:10:45,510318,8018.717,5127.094,-768.178,202.337,-192.561,34.207,2.028,0.000,1
2026-01-29 17:10:45,510358,8487.919,769.450,-807.704,-62.151,-26.632,-12.836,1.992,0.000,1
2026-01-29 17:10:45,510398,7588.718,5320.802,-1183.745,156.614,410.059,-225.673,2.100,0.000,1
