datetime_local,uptime_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,speed_mps,turn_rate_deg_s,gps_valid
2026-01-31 14:23:51,10306414,-1233.000,-7085.000,6266.000,-667.000,622.000,51.000,0.000,0.000,0
2026-01-31 14:23:51,10306454,-822.000,-6935.000,5168.000,456.000,52.000,22.000,0.000,0.000,0
2026-01-31 14:23:51,10306494,-623.000,-6322.000,5574.000,191.000,132.000,-142.000,0.000,0.000,0
2026-01-31 14:23:51,10306534,-842.000,-6399.000,5638.000,-149.000,272.000,47.000,0.000,0.000,0
2026-01-31 14:23:51,10306574,-773.000,-6707.000,5390.000,-226.000,-29.000,-4.000,0.000,0.000,0
2026-01-31 14:23:51,10306614,-759.000,-6423.000,5467.000,188.000,-16.000,-38.000,0.000,0.000,0
2026-01-31 14:23:51,10306654,-859.000,-6681.000,5469.000,96.000,-26.000,66.000,0.000,0.000,0
2026-01-31 14:23:51,10306694,-914.000,-6544.000,5342.000,194.000,4.000,122.000,0.000,0.000,0
2026-01-31 14:23:51,10306734,-1221.000,-6657.000,5295.000,341.000,226.000,242.000,0.000,0.000,0
2026-01-31 14:23:51,10306774,-2216.000,-6420.000,5908.000,145.000,307.000,-179.000,0.000,0.000,0
2026-01-31 14:23:51,10306814,-1310.000,-6575.000,5475.000,-863.000,-283.000,-431.000,0.000,0.000,0
2026-01-31 14:23:51,10306854,-997.000,-6641.000,5485.000,-1457.000,-616.000,-830.000,0.000,0.000,0
2026-01-31 14:23:51,10306894,-575.000,-6747.000,5408.000,-1362.000,-576.000,-992.000,0.000,0.000,0
2026-01-31 14:23:51,10306934,-455.000,-6861.000,5197.000,-758.000,-432.000,-1064.000,0.000,0.000,0
2026-01-31 14:23:51,10306974,-233.000,-6740.000,5315.000,-615.000,-391.000,-1066.000,0.000,0.000,0
2026-01-31 14:23:51,10307014,-226.000,-7112.000,5008.000,-1039.000,-209.000,-1196.000,0.000,0.000,0
2026-01-31 14:23:51,10307054,20.000,-7425.000,4734.000,-822.000,-219.000,-1164.000,0.000,0.000,0
2026-01-31 14:23:51,10307094,-96.000,-7068.000,4837.000,-676.000,-203.000,-1068.000,0.000,0.000,0
2026-01-31 14:23:51,10307134,132.000,-7201.000,4677.000,-867.000,-237.000,-926.000,0.000,0.000,0
2026-01-31 14:23:51,10307174,86.000,-7256.000,4515.000,-912.000,-117.000,-683.000,0.000,0.000,0
2026-01-31 14:23:51,10307214,260.000,-7630.000,4565.000,-816.000,-161.000,-581.000,0.000,0.000,0
2026-01-31 14:23:51,10307254,251.000,-7451.000,4555.000,-247.000,-5.000,-518.000,0.000,0.000,0
2026-01-31 14:23:51,10307294,108.000,-7289.000,4299.000,-228.000,-21.000,-483.000,0.000,0.000,0
2026-01-31 14:23:51,10307334,149.000,-7608.000,4522.000,-700.000,-334.000,-285.000,0.000,0.000,0
2026-01-31 14:23:51,10307374,713.000,-7902.000,5196.000,382.000,-501.000,-287.000,0.000,0.000,0
2026-01-31 14:23:52,10307414,1230.000,-7176.000,4844.000,-159.000,-213.000,-216.000,0.000,0.000,0
2026-01-31 14:23:52,10307454,686.000,-7709.000,4270.000,-966.000,39.000,131.000,0.000,0.000,0
2026-01-31 14:23:52,10307494,227.000,-7192.000,3906.000,89.000,167.000,263.000,0.000,0.000,0
2026-01-31 14:23:52,10307534,105.000,-6959.000,4134.000,-156.000,10.000,216.000,0.000,0.000,0
2026-01-31 14:23:52,10307574,403.000,-7518.000,4080.000,22.000,22.000,139.000,0.000,0.000,0
2026-01-31 14:23:52,10307614,378.000,-7580.000,4301.000,514.000,8.000,8.000,0.000,0.000,0
2026-01-31 14:23:52,10307654,386.000,-7523.000,4708.000,732.000,-26.000,-135.000,0.000,0.000,0
2026-01-31 14:23:52,10307694,470.000,-7353.000,4914.000,464.000,-210.000,-232.000,0.000,0.000,0
2026-01-31 14:23:52,10307734,856.000,-7366.000,4693.000,25.000,-119.000,28.000,0.000,0.000,0
2026-01-31 14:23:52,10307774,732.000,-7691.000,4592.000,5.000,110.000,359.000,0.000,0.000,0
2026-01-31 14:23:52,10307814,732.000,-7332.000,4375.000,677.000,283.000,669.000,0.000,0.000,0
2026-01-31 14:23:52,10307854,444.000,-7507.000,4433.000,617.000,311.000,895.000,0.000,0.000,0
2026-01-31 14:23:52,10307894,444.000,-7220.000,4070.000,1390.000,394.000,1255.000,0.000,0.000,0
2026-01-31 14:23:52,10307934,495.000,-7695.000,4148.000,2028.000,388.000,1838.000,0.000,0.000,0
2026-01-31 14:23:52,10307974,392.000,-6664.000,4354.000,4069.000,713.000,2640.000,0.000,0.000,0
2026-01-31 14:23:52,10308014,-16.000,-6880.000,4782.000,4792.000,1003.000,3399.000,0.000,0.000,0
2026-01-31 14:23:52,10308054,-46.000,-6834.000,4735.000,7215.000,1639.000,4280.000,0.000,0.000,0
