datetime_local,uptime_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,speed_mps,turn_rate_deg_s,gps_valid
2026-01-31 12:40:16,4091974,782.000,-1859.000,7055.000,1795.000,927.000,852.000,0.000,0.000,0
2026-01-31 12:40:16,4092014,582.000,-867.000,7081.000,1781.000,632.000,523.000,0.000,0.000,0
2026-01-31 12:40:16,4092055,243.000,-1552.000,7080.000,471.000,927.000,1461.000,0.000,0.000,0
2026-01-31 12:40:16,4092094,804.000,-2088.000,7078.000,255.000,674.000,1696.000,0.000,0.000,0
2026-01-31 12:40:16,4092134,419.000,-1502.000,7414.000,158.000,671.000,1907.000,0.000,0.000,0
2026-01-31 12:40:16,4092174,116.000,-2484.000,7688.000,-848.000,484.000,1699.000,0.000,0.000,0
2026-01-31 12:40:16,4092214,-349.000,-1877.000,8255.000,373.000,429.000,1463.000,0.000,0.000,0
2026-01-31 12:40:16,4092254,-765.000,-1360.000,9341.000,-555.000,88.000,970.000,0.000,0.000,0
2026-01-31 12:40:16,4092294,-349.000,-2846.000,9201.000,-1290.000,-213.000,371.000,0.000,0.000,0
2026-01-31 12:40:16,4092334,-274.000,-2809.000,9796.000,613.000,78.000,223.000,0.000,0.000,0
2026-01-31 12:40:16,4092374,-768.000,-1615.000,10319.000,2248.000,267.000,387.000,0.000,0.000,0
2026-01-31 12:40:17,4092414,-1056.000,-1228.000,8934.000,2789.000,339.000,425.000,0.000,0.000,0
2026-01-31 12:40:17,4092454,-2158.000,-630.000,7602.000,4470.000,727.000,31.000,0.000,0.000,0
2026-01-31 12:40:17,4092494,-2943.000,1910.000,7318.000,5527.000,429.000,-251.000,0.000,0.000,0
2026-01-31 12:40:17,4092534,-1366.000,2258.000,6669.000,3969.000,-921.000,-801.000,0.000,0.000,0
2026-01-31 12:40:17,4092574,48.000,1443.000,8168.000,5153.000,-841.000,-623.000,0.000,0.000,0
2026-01-31 12:40:17,4092614,125.000,2326.000,8506.000,3917.000,417.000,-2499.000,0.000,0.000,0
2026-01-31 12:40:17,4092654,766.000,-399.000,6910.000,2538.000,770.000,-25.000,0.000,0.000,0
2026-01-31 12:40:17,4092694,-1558.000,485.000,6784.000,5534.000,745.000,418.000,0.000,0.000,0
2026-01-31 12:40:17,4092734,-1405.000,1856.000,7593.000,5038.000,90.000,1105.000,0.000,0.000,0
2026-01-31 12:40:17,4092774,-2535.000,2784.000,7284.000,2321.000,-737.000,609.000,0.000,0.000,0
2026-01-31 12:40:17,4092814,-17.000,4211.000,7634.000,-2310.000,-2248.000,984.000,0.000,0.000,0
2026-01-31 12:40:17,4092854,-2698.000,-290.000,9034.000,1950.000,2999.000,2080.000,0.000,0.000,0
2026-01-31 12:40:17,4092894,-1417.000,3108.000,9937.000,5526.000,-141.000,-1871.000,0.000,0.000,0
2026-01-31 12:40:17,4092934,-1081.000,4532.000,9705.000,3418.000,-2109.000,-4231.000,0.000,0.000,0
2026-01-31 12:40:17,4092974,289.000,4846.000,9858.000,2415.000,-4153.000,-3193.000,0.000,0.000,0
2026-01-31 12:40:17,4093014,1468.000,6045.000,8050.000,929.000,-5306.000,-2168.000,0.000,0.000,0
2026-01-31 12:40:17,4093054,1999.000,4752.000,6717.000,-731.000,-2174.000,-1083.000,0.000,0.000,0
2026-01-31 12:40:17,4093094,959.000,3829.000,5395.000,2503.000,1070.000,-597.000,0.000,0.000,0
2026-01-31 12:40:17,4093134,648.000,5599.000,6368.000,3033.000,2462.000,-602.000,0.000,0.000,0
2026-01-31 12:40:17,4093174,645.000,5008.000,5687.000,1888.000,1217.000,632.000,0.000,0.000,0
2026-01-31 12:40:17,4093214,613.000,3900.000,5028.000,1407.000,1673.000,793.000,0.000,0.000,0
2026-01-31 12:40:17,4093254,-372.000,3029.000,5620.000,1339.000,1739.000,1102.000,0.000,0.000,0
2026-01-31 12:40:17,4093294,-46.000,2729.000,6080.000,616.000,2026.000,927.000,0.000,0.000,0
2026-01-31 12:40:17,4093334,-285.000,2973.000,6205.000,236.000,1816.000,1042.000,0.000,0.000,0
2026-01-31 12:40:17,4093374,347.000,5058.000,8004.000,2060.000,970.000,719.000,0.000,0.000,0
2026-01-31 12:40:18,4093414,-588.000,414.000,333.000,-663.000,8157.000,12673.000,0.000,0.000,0
2026-01-31 12:40:18,4093454,-861.000,8817.000,9389.000,10817.000,-1809.000,-1826.000,0.000,0.000,0
2026-01-31 12:40:18,4093494,1169.000,10345.000,7308.000,3515.000,5203.000,194.000,0.000,0.000,0
2026-01-31 12:40:18,4093534,-5701.000,7039.000,7893.000,-1067.000,2312.000,1266.000,0.000,0.000,0
2026-01-31 12:40:18,4093574,-3215.000,6513.000,7072.000,-1396.000,1211.000,1414.000,0.000,0.000,0
2026-01-31 12:40:18,4093614,-2184.000,6752.000,6222.000,-1274.000,-32.000,1290.000,0.000,0.000,0
2026-01-31 12:40:18,4093654,-2235.000,4772.000,4759.000,-2183.000,85.000,1300.000,0.000,0.000,0
2026-01-31 12:40:18,4093696,-1531.000,3836.000,3746.000,-686.000,-393.000,2722.000,0.000,0.000,0
2026-01-31 12:40:18,4093735,22.000,6417.000,4968.000,1153.000,-1047.000,5074.000,0.000,0.000,0
2026-01-31 12:40:18,4093774,1012.000,5504.000,4673.000,-2914.000,-1547.000,5780.000,0.000,0.000,0
2026-01-31 12:40:18,4093814,1915.000,3928.000,4353.000,-4412.000,-1953.000,6045.000,0.000,0.000,0
2026-01-31 12:40:18,4093854,2156.000,4078.000,4549.000,-2916.000,-1979.000,6112.000,0.000,0.000,0
2026-01-31 12:40:18,4093894,2724.000,4578.000,4534.000,-2774.000,-2256.000,5902.000,0.000,0.000,0
2026-01-31 12:40:18,4093934,2418.000,3269.000,4483.000,-971.000,-2522.000,5763.000,0.000,0.000,0
2026-01-31 12:40:18,4093975,3323.000,4343.000,5172.000,2193.000,-3321.000,5896.000,0.000,0.000,0
2026-01-31 12:40:18,4094014,4455.000,6085.000,5909.000,4971.000,-3643.000,6360.000,0.000,0.000,0
2026-01-31 12:40:18,4094054,5622.000,7089.000,5443.000,6850.000,-3458.000,6848.000,0.000,0.000,0
