datetime_local,uptime_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,speed_mps,turn_rate_deg_s,gps_valid
2026-01-31 13:38:36,7622694,4202.000,1242.000,7578.000,2994.000,1040.000,1541.000,0.000,0.000,1
2026-01-31 13:38:36,7622734,3732.000,1537.000,8163.000,730.000,1750.000,1815.000,0.000,0.000,1
2026-01-31 13:38:36,7622774,2443.000,-1530.000,6950.000,-79.000,1290.000,1927.000,0.000,0.000,1
2026-01-31 13:38:36,7622814,1861.000,-796.000,6083.000,1369.000,1019.000,1007.000,0.000,0.000,1
2026-01-31 13:38:36,7622854,1532.000,-1343.000,5348.000,-85.000,1177.000,662.000,0.000,0.000,1
2026-01-31 13:38:36,7622897,1816.000,-1179.000,5557.000,-513.000,1061.000,1185.000,0.000,0.000,1
2026-01-31 13:38:36,7622936,2139.000,-1041.000,6138.000,-695.000,935.000,1403.000,0.000,0.000,1
2026-01-31 13:38:36,7622974,2518.000,-1447.000,6996.000,-1464.000,690.000,1252.000,0.000,0.000,1
2026-01-31 13:38:36,7623014,2742.000,-1901.000,8216.000,-1371.000,150.000,621.000,0.000,0.000,1
2026-01-31 13:38:37,7623054,2642.000,-1464.000,8823.000,-2006.000,475.000,259.000,0.000,0.000,1
2026-01-31 13:38:37,7623094,2232.000,-1828.000,9522.000,-1736.000,519.000,297.000,0.000,0.000,1
2026-01-31 13:38:37,7623134,2324.000,-1322.000,10581.000,77.000,422.000,821.000,0.000,0.000,1
2026-01-31 13:38:37,7623174,1550.000,-1199.000,10804.000,1683.000,-14.000,-520.000,0.000,0.000,1
2026-01-31 13:38:37,7623214,645.000,-1058.000,9337.000,2543.000,-183.000,-2178.000,0.000,0.000,1
2026-01-31 13:38:37,7623254,2935.000,-117.000,6888.000,4243.000,-1287.000,2145.000,0.000,0.000,1
2026-01-31 13:38:37,7623294,3563.000,686.000,5453.000,5767.000,85.000,2059.000,0.000,0.000,1
2026-01-31 13:38:37,7623334,3974.000,730.000,5210.000,7919.000,1380.000,3494.000,0.000,0.000,1
2026-01-31 13:38:37,7623374,3246.000,-125.000,4976.000,9897.000,2621.000,5061.000,0.000,0.000,1
2026-01-31 13:38:37,7623414,2495.000,53.000,4556.000,14511.000,3397.000,6126.000,0.000,0.000,1
2026-01-31 13:38:37,7623454,2317.000,3638.000,4079.000,19154.000,3922.000,6128.000,0.000,0.000,1
2026-01-31 13:38:37,7623494,827.000,8181.000,3681.000,18855.000,4319.000,5074.000,0.000,0.000,1
2026-01-31 13:38:37,7623534,619.000,8598.000,2387.000,16088.000,4452.000,4164.000,0.000,0.000,1
2026-01-31 13:38:37,7623574,725.000,9939.000,1155.000,15619.000,4080.000,2010.000,0.000,0.000,1
2026-01-31 13:38:37,7623614,198.000,11098.000,791.000,13361.000,3941.000,644.000,0.000,0.000,1
2026-01-31 13:38:37,7623654,417.000,11792.000,-50.000,10426.000,4565.000,297.000,0.000,0.000,1
2026-01-31 13:38:37,7623694,-37.000,10997.000,-597.000,8616.000,5732.000,511.000,0.000,0.000,1
2026-01-31 13:38:37,7623734,174.000,12703.000,1748.000,9158.000,6076.000,361.000,0.000,0.000,1
2026-01-31 13:38:37,7623774,651.000,10185.000,2637.000,3673.000,4928.000,-660.000,0.000,0.000,1
2026-01-31 13:38:37,7623814,2210.000,9412.000,2199.000,1839.000,2623.000,104.000,0.000,0.000,1
2026-01-31 13:38:37,7623854,2039.000,7092.000,1486.000,157.000,1287.000,597.000,0.000,0.000,1
2026-01-31 13:38:37,7623894,1360.000,5459.000,739.000,-728.000,969.000,410.000,0.000,0.000,1
2026-01-31 13:38:37,7623934,731.000,4856.000,-75.000,-1387.000,1116.000,-324.000,0.000,0.000,1
2026-01-31 13:38:37,7623974,252.000,4611.000,-677.000,-1247.000,1212.000,-520.000,0.000,0.000,1
2026-01-31 13:38:37,7624014,98.000,5651.000,-949.000,77.000,996.000,-448.000,0.000,0.000,1
2026-01-31 13:38:38,7624054,144.000,6344.000,-625.000,1340.000,627.000,-276.000,0.000,0.000,1
2026-01-31 13:38:38,7624094,251.000,7946.000,29.000,2960.000,-208.000,-582.000,0.000,0.000,1
2026-01-31 13:38:38,7624134,670.000,9983.000,474.000,3495.000,-851.000,-1532.000,0.000,0.000,1
2026-01-31 13:38:38,7624174,750.000,10899.000,283.000,2778.000,-1229.000,-1784.000,0.000,0.000,1
2026-01-31 13:38:38,7624214,532.000,12080.000,334.000,2366.000,-1705.000,-1225.000,0.000,0.000,1
2026-01-31 13:38:38,7624254,643.000,12187.000,-149.000,370.000,-2527.000,-252.000,0.000,0.000,1
2026-01-31 13:38:38,7624294,769.000,11047.000,-1865.000,-2102.000,-2737.000,212.000,0.000,0.000,1
