datetime_local,uptime_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,speed_mps,turn_rate_deg_s,gps_valid
2026-01-31 12:59:52,5267774,2851.000,-1739.000,7556.000,205.000,101.000,-61.000,0.000,0.000,0
2026-01-31 12:59:52,5267816,2934.000,-1684.000,7622.000,-59.000,63.000,-2.000,0.000,0.000,0
2026-01-31 12:59:52,5267854,2919.000,-1958.000,7617.000,-208.000,14.000,-27.000,0.000,0.000,0
2026-01-31 12:59:52,5267894,3029.000,-1748.000,7810.000,-60.000,-82.000,-1.000,0.000,0.000,0
2026-01-31 12:59:52,5267936,2912.000,-1884.000,7749.000,-42.000,70.000,-29.000,0.000,0.000,0
2026-01-31 12:59:52,5267974,2832.000,-1834.000,7670.000,158.000,27.000,-114.000,0.000,0.000,0
2026-01-31 12:59:52,5268014,2880.000,-1764.000,7765.000,193.000,8.000,-198.000,0.000,0.000,0
2026-01-31 12:59:52,5268054,2820.000,-1851.000,7595.000,133.000,20.000,-184.000,0.000,0.000,0
2026-01-31 12:59:52,5268108,2895.000,-1909.000,7702.000,80.000,15.000,-212.000,0.000,0.000,0
2026-01-31 12:59:52,5268135,2927.000,-1895.000,7623.000,183.000,0.000,-231.000,0.000,0.000,0
2026-01-31 12:59:52,5268178,2959.000,-1633.000,7685.000,419.000,-5.000,-190.000,0.000,0.000,0
2026-01-31 12:59:52,5268214,2989.000,-1622.000,7673.000,104.000,-147.000,-282.000,0.000,0.000,0
2026-01-31 12:59:52,5268254,3025.000,-1760.000,7515.000,97.000,-171.000,-374.000,0.000,0.000,0
2026-01-31 12:59:52,5268294,3071.000,-1504.000,7507.000,287.000,-309.000,-303.000,0.000,0.000,0
2026-01-31 12:59:52,5268334,3030.000,-1356.000,7417.000,204.000,-363.000,-503.000,0.000,0.000,0
2026-01-31 12:59:52,5268374,2952.000,-1302.000,7471.000,277.000,-400.000,-691.000,0.000,0.000,0
2026-01-31 12:59:53,5268414,2912.000,-1332.000,7286.000,204.000,-512.000,-811.000,0.000,0.000,0
2026-01-31 12:59:53,5268454,2416.000,-1139.000,6849.000,691.000,-704.000,-749.000,0.000,0.000,0
2026-01-31 12:59:53,5268494,3114.000,-1921.000,4022.000,881.000,-3505.000,290.000,0.000,0.000,0
2026-01-31 12:59:53,5268534,2333.000,-795.000,5565.000,2417.000,-2731.000,556.000,0.000,0.000,0
2026-01-31 12:59:53,5268574,3474.000,-1620.000,6251.000,2285.000,-3278.000,-328.000,0.000,0.000,0
2026-01-31 12:59:53,5268614,4272.000,-209.000,6959.000,5051.000,-4007.000,-27.000,0.000,0.000,0
2026-01-31 12:59:53,5268654,5430.000,546.000,7375.000,3914.000,-4022.000,-58.000,0.000,0.000,0
2026-01-31 12:59:53,5268694,6368.000,218.000,8201.000,1714.000,-2315.000,-462.000,0.000,0.000,0
2026-01-31 12:59:53,5268734,6195.000,414.000,7901.000,2190.000,-2256.000,-626.000,0.000,0.000,0
2026-01-31 12:59:53,5268774,6076.000,554.000,7774.000,2449.000,-2088.000,-1099.000,0.000,0.000,0
2026-01-31 12:59:53,5268814,5612.000,1261.000,6842.000,198.000,-1695.000,-1323.000,0.000,0.000,0
2026-01-31 12:59:53,5268854,4958.000,713.000,7023.000,-321.000,-1202.000,-1283.000,0.000,0.000,0
2026-01-31 12:59:53,5268894,5095.000,2176.000,6839.000,1488.000,-1116.000,-1071.000,0.000,0.000,0
2026-01-31 12:59:53,5268934,4860.000,1390.000,6466.000,-3328.000,-841.000,-721.000,0.000,0.000,0
2026-01-31 12:59:53,5268974,5392.000,-915.000,6015.000,-3409.000,-1135.000,-384.000,0.000,0.000,0
2026-01-31 12:59:53,5269014,6064.000,-1123.000,7394.000,-1326.000,-594.000,2.000,0.000,0.000,0
2026-01-31 12:59:53,5269054,7118.000,-1139.000,7117.000,-996.000,-446.000,741.000,0.000,0.000,0
2026-01-31 12:59:53,5269094,7887.000,-1075.000,6574.000,-531.000,-793.000,1019.000,0.000,0.000,0
2026-01-31 12:59:53,5269134,6664.000,-777.000,5224.000,-393.000,-107.000,2558.000,0.000,0.000,0
